1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 
1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 
1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 
1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 
1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 
1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 
1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 
1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 
1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 1, 1, 1,-1, 1, 5, 5, 1, 5, 9, 
